dependent,dependency
mme_CW_q6_coupled_raw_cyclic_value_below,mme_CW_q6_primary_hash_outer_family_cyclic_value_below_quarter_root
mme_CW_q6_coupled_raw_cyclic_value_below,mme_HasTauValueAtLeast_kronPow_root
mme_CW_q6_coupled_raw_cyclic_value_below,mme_CW_coupled_value
mme_CW_q6_coupled_raw_cyclic_value_below,mme_HasTauValueAtLeast_mono_restrict
mme_CW_q6_coupled_raw_cyclic_value_below,mme_HasTauValueAtLeast_of_cofinal_finite_extractions
GameSetMatch.scoredSetLaw_eq_scoreContribLaw,GameSetMatchInternal
BunkbedAux.cancel_on_X,BunkbedWZSurgery
MarkovMixing.evolving_sets_tv_decay,mm_martingale
Freiman.upper_padding_alphabet,Freiman_upperModel
Freiman.padded_models_symbolic,Freiman.hasFiniteLimsup_lower_of_subsequence
Freiman.padded_models_symbolic,Freiman.padded_copies_exist
Freiman.padded_models_symbolic,Freiman_paddedCopies
Freiman.padded_models_symbolic,Freiman.padded_copies_centers
Freiman.padded_models_symbolic,Freiman.padded_copies_upper_limsup
BookSixth.sixthEditionExtension,BookSixth.round_circle_unlink
BookSixth.sixthEditionExtension,BookSixth.bregman_minc
BookSixth.sixthEditionExtension,BookSixth.ramsey_real_bound
BookSixth.sixthEditionExtension,BookSixth.hadamard_bound
BookSixth.sixthEditionExtension,BookSixth.high_girth_chromatic
BookSixth.sixthEditionExtension,BookSixth.crossing_lemma
BookSixth.sixthEditionExtension,BookSixth.sylvester
BookSixth.sixthEditionExtension,BookSixth.jacobi_reduction
BookSixth.sixthEditionExtension,BookSixth.hypergraph_two_color
BookSixth.sixthEditionExtension,BookSixth.hadamard_equality
BookSixth.sixthEditionExtension,BookSixth.tait_fox_five
BookSixth.sixthEditionExtension,BookSixth.hadamard_order
BookSixth.sixthEditionExtension,BookSixth.polynomial_zero_bound
BookSixth.sixthEditionExtension,BookSixth
BookSixth.sixthEditionExtension,BookSixth.borromean_fox_odd
BookSixth.sixthEditionExtension,BookSixth.kakeya_bound
BookSixth.sixthEditionExtension,BookSixth.determinant_mean_square
BookSixth.sixthEditionExtension,BookSixth.latin_bounds
BookSixth.sixthEditionExtension,BookSixth.latin_asymptotic
BookSixth.sixthEditionExtension,BookSixth.spectral
BookSixth.sixthEditionExtension,BookSixth.determinant_lower
BookSixth.sixthEditionExtension,BookSixth.vanishing_polynomial
SipserGacsLautemann.large_set_translates_cover,sipser_gacs_lautemann
LinearOptimization.polyhedron_linear_image,Polyhedron
LinearOptimization.polyhedron_linear_image,LinearOptimization.polyhedron_projection
Monotonicity_Theorem.decreasing_of_uniform_above_below2,Monotonicity_Theorem_Framework2
Vino.singSeriesDvd_eq_prod,Vino_ramanujan
Vino.singSeriesDvd_eq_prod,Vino.singSeries_euler_product
InverseGalois.inverse_galois_problem,InverseGalois_realizability
HJMEilenberg.recover_congruence,HJMEilenberg_Formations
mme_CW_support_pattern_symmetric,mme_CW_support_pattern
mme_CW_support_pattern_symmetric,mme_laser_pattern
BunkbedHypergraph,BunkbedPercolation
mme_complete_split_profile_projection,mme_kron_pow_mode_word_basis
mme_complete_split_profile_projection,mme_CW_square_canonical_grading
mme_complete_split_profile_projection,mme_block_subtensor
GameSetMatch.part_c,GameSetMatch.scoredSetLaw_eq_scoreContribLaw
GameSetMatch.part_c,GameSetMatch.winLossAdv_mono
GameSetMatch.part_c,GameSetMatch.nestedBestOfWinProb_adv
GameSetMatch.part_c,GameSetMatch.nested_adv_le_majorityAdv
GameSetMatch.part_c,GameSetMatch.majorityAdv_smul_le
GameSetMatch.part_c,GameSetMatchInternal
GameSetMatch.part_c,GameSetMatch.winLossAdv_nested_lt
GameSetMatch.part_c,GameSetMatch.majorityAdv_eq_centralBinom_sum
GameSetMatch.part_c,GameSetMatch.winLossAdv_nested_lt_one
SipserGacsLautemann.ternary_amplified_verifier_decides_from_machine,SipserGacsLautemann.ternary_amplification_scheduler_reports_accepts_under_halt_bound
SipserGacsLautemann.ternary_amplified_verifier_decides_from_machine,sipser_gacs_lautemann
SipserGacsLautemann.ternary_amplified_verifier_decides_from_machine,sgl_machine_time_padding
SipserGacsLautemann.ternary_amplified_verifier_decides_from_machine,SipserGacsLautemann.polynomial_time_verifier_aggregation
SipserGacsLautemann.ternary_amplified_verifier_decides_from_machine,sgl_verifier_constructions
mme_basis_projected_mode_permutation_iso,mme_complete_split_profile_projection
mme_basis_projected_mode_permutation_iso,mme_permutation
Hirsch.diamLE_of_vertex_listing,Hirsch_model
Hirsch.diamLE_of_vertex_listing,Hirsch.graph_connected_general
BanditAlgorithm.exp4_regret_general_eta_bound,ContextualAdversarialBandit
BanditAlgorithm.exp4_regret_general_eta_bound,BanditAlgorithm.exp4_estimate_advantage_bound
BanditAlgorithm.exp4_regret_general_eta_bound,exp4Policy
BanditAlgorithm.exp4_regret_general_eta_bound,BanditAlgorithm.exp4_estimate_unbiased
WeakGoldbach.verified_two_primes_to_4e18,WeakGoldbach.verified_two_primes_4e14_to_4e18
WeakGoldbach.verified_two_primes_to_4e18,Richstein2001.even_goldbach_up_to_4e14
MediumPNT_defs,Rectangle_defs
MediumPNT_defs,MellinCalculus_defs
MediumPNT_defs,ZetaBounds_defs
MediumPNT_defs,EulerMaclaurin_defs
MediumPNT_defs,Fourier_defs
MediumPNT_defs,ResidueCalcOnRectangles_defs
MarkovMixing.random_transpositions_lower,mm_lower
MarkovMixing.random_transpositions_lower,MarkovMixing.distinguishing_statistic_nondegenerate
MarkovMixing.random_transpositions_lower,mm_shuffle
MarkovMixing.random_transpositions_lower,MarkovMixing.convergence_theorem
MSKleene_Recognizable,MSKleene_Core
HorizontalPadicL.eigenform_seededHorizontalPadicLConstruction_v2,KN_SeededHorizontalPadicLFunctionV2
HorizontalPadicL.eigenform_seededHorizontalPadicLConstruction_v2,MTT.periods_exist
HorizontalPadicL.eigenform_seededHorizontalPadicLConstruction_v2,HorizontalPadicL.seededPositiveDensityPrimeSystem_exists
HorizontalPadicL.eigenform_seededHorizontalPadicLConstruction_v2,HorizontalPadicL.seededHorizontalPadicLFunction_exists_of_primeSystem
Freiman.form_unimodular_discriminant,Freiman_reducedForms
Freiman.separated_copies_avoid,Freiman_wordRealization
Erdos9796Counting_CGN_CGN6,Erdos9796Counting_CGN_CGN
Erdos9796Counting_CGN_CGN6,Erdos9796Counting_Adapter
Davenport.zeta_zero_free_region,Zeta23.WeilEF.zeta_logDeriv_partial_fraction
Davenport.zeta_zero_free_region,Davenport.zeta_zero_free_region_large_height
Davenport.zeta_zero_free_region,ZetaNoZerosInBox
Davenport.zeta_zero_free_region,Davenport.logDeriv_three_four_one
Davenport.zeta_zero_free_region,Davenport_siegelWalfisz
Davenport.zeta_zero_free_region,Davenport.neg_logDeriv_trivChar_le
TaoFivePrimes.minor_arc_bound,TaoFivePrimes.minor_arc_L2_corrected
TaoFivePrimes.minor_arc_bound,TaoFivePrimes_FourierRepresentation
TaoFivePrimes.minor_arc_bound,TaoFivePrimes.minor_arc_Linfty_corrected
TaoFivePrimes.minor_arc_bound,TaoFivePrimes.representationCount_fourier
TaoFivePrimes.minor_arc_bound,TaoFivePrimes_ArcSplit
BanditAlgorithm.gaussian_ts_pull_count_rhs_bound,ThompsonSampling
BanditAlgorithm.gaussian_ts_pull_count_rhs_bound,GaussianBandit
CappedBaseStock.window_jensen_certificate,CappedBaseStock_Window
erdos180_core4,erdos180_core3
eulerMascheroni_padeTransform,eulerMascheroni_factorialQuotient
MagicSquares.special_three_count,MagicSquares.pan_three_otherwise
MagicSquares.special_three_count,MagicSquares.symm_three_bij
MagicSquares.special_three_count,MagicSquares.pan_three_card
MagicSquares.special_three_count,MagicSquares.symm_three_otherwise
MagicSquares.special_three_count,MagicSquares
MagicSquares.special_three_count,MagicSquaresSpecial3
BunkbedAux.gadgetE_card,BunkbedPercolation
RybinAI2026.P19.semilocal_semiring_invertible_module_free,RybinAI2026.P19.local_semiring_invertible_module_free
RybinAI2026.P19.semilocal_semiring_invertible_module_free,RybinAI2026.P19.nonlocal_semilocal_invertible_module_free
Erdos9796FiniteNine.cyclic_forms,Erdos9796FiniteNine.form_c_v1
Erdos9796FiniteNine.cyclic_forms,Erdos9796FiniteNine.form_a_v1
Erdos9796FiniteNine.cyclic_forms,Erdos9796FiniteNine.form_b_v2
Erdos9796FiniteNine.cyclic_forms,Erdos9796FiniteNine_N8Interface
Erdos9796FiniteNine.cyclic_forms,Erdos9796FiniteNine.form_b_v1
LinearOptimization.ellipsoid_method_correct,LinearOptimization.ellipsoid_update_halfspace_volume
LinearOptimization.ellipsoid_method_correct,LinearOptimization_EllipsoidMethod
KerrBL.pdchrKerr_all,KerrBL_Kerr_ClosedForms
KerrBL.pdchrKerr_all,KerrBL.hdchrKerr_all
BunkbedFalse.hyperedge_simulation,BunkbedHypergraph
BunkbedFalse.hyperedge_simulation,BunkbedPercolation
BunkbedFalse.hyperedge_simulation,BunkbedFalse.gadget_sep
BunkbedFalse.hyperedge_simulation,BunkbedAux.sum_weight_eq_one
BunkbedFalse.hyperedge_simulation,BunkbedAux.partition_sum_eq_total
BunkbedFalse.hyperedge_simulation,BunkbedAux.Pabc_add_Pab_c_eq_connProb
BunkbedFalse.hyperedge_simulation,BunkbedFalse.gadget_conn_all
BunkbedFalse.hyperedge_simulation,BunkbedFalse.gadget_conn
GameSetMatch.majorityAdv_le_mul,GameSetMatchInternal
GameSetMatch.majorityAdv_le_mul,GameSetMatch.majorityAdv_eq_centralBinom_sum
matrix_completion_bernoulli,matrix_completion_svd
MarkovMixing.polya_recurrence,MarkovMixing.recurrence_dichotomy
MarkovMixing.polya_recurrence,mm_countable
BanditAlgorithm.thompson_sampling_gaussian_asymptotic_regret,BanditAlgorithm.gaussian_ts_suboptimal_pull_count_asymptotic
BanditAlgorithm.thompson_sampling_gaussian_asymptotic_regret,ThompsonSampling
BanditAlgorithm.thompson_sampling_gaussian_asymptotic_regret,banditRegret
BanditAlgorithm.thompson_sampling_gaussian_asymptotic_regret,BanditAlgorithm.bandit_regret_decomposition
BanditAlgorithm.thompson_sampling_gaussian_asymptotic_regret,GaussianBandit
ClockRoPE.fejer_cesaro_mean_periodic_at_zero,Fejer_fourierCoeff
ClockRoPE.fejer_cesaro_mean_periodic_at_zero,Fejer.fejer_theorem
ClockRoPE.fejer_cesaro_mean_periodic_at_zero,Fejer_cesaroMean
ClockRoPE.fejer_cesaro_mean_periodic_at_zero,Fejer_partialSum
BanditAlgorithm.pmVectorEstimator_importance_weighted_gap,PartialMonitoringAlgorithm26
SymplecticFreeModules.tauFamilyExists,SymplecticFreeModules.abelianNilradicalSystemExists
SymplecticFreeModules.tauFamilyExists,frame_2026_symplectic_free_modules_interfaces
SymplecticFreeModules.tauFamilyExists,SymplecticFreeModules.tauFamilyOfPresentation
OpenGA_MeasuredSurgeryComparisonData,OpenGA_SurgeryComparisonProcess
OpenGA_MeasuredSurgeryComparisonData,OpenGA_MeasuredReferenceBall
mme_modern_entropyBits_additive_certificate,mme_modern_entropy_data
EulerMascheroni.P2.int_linear_forms_of_primitive_saving,eulerMascheroni_p2PrimitiveNormalization
CircleMethod.locDens_bound,CircleMethod.weyl_inequality
CircleMethod.locDens_bound,CircleMethod_waring
CircleMethod.locDens_bound,CircleMethod.norm_S_le
CircleMethod.locDens_bound,CircleMethod.norm_e
CircleMethod.locDens_bound,CircleMethod_weylsum
Erdos180.quantitativeCompactnessCounterexample,Erdos180.quotientGraph_connected_of_colorRespecting
Erdos180.quantitativeCompactnessCounterexample,erdos180_core4
Erdos180.quantitativeCompactnessCounterexample,Erdos180.manuscriptLowerConstant_pos
Erdos180.quantitativeCompactnessCounterexample,Erdos180.proposedFamilyFree_sixteenth_power_host_bound
Erdos180.quantitativeCompactnessCounterexample,Erdos180.not_erdos_180
Erdos180.quantitativeCompactnessCounterexample,Erdos180.encodeFiniteGraph_isBipartite
Erdos180.quantitativeCompactnessCounterexample,Erdos180.proposedFamily_isCyclic
Erdos180.quantitativeCompactnessCounterexample,Erdos180.proposedFamily_not_compact_of_bounds
Erdos180.quantitativeCompactnessCounterexample,Erdos180.colorRespectingQuotient_isBipartite
Erdos180.quantitativeCompactnessCounterexample,Erdos180.proposedFamily_induction
Erdos180.quantitativeCompactnessCounterexample,Erdos180.proposedFamily_uniformMemberLower
Erdos180.quantitativeCompactnessCounterexample,Erdos180.proposedFamily_nonempty
Erdos180.quantitativeCompactnessCounterexample,Erdos180.encodeFiniteGraph_connected
Erdos180.quantitativeCompactnessCounterexample,Erdos180.proposedFamily_familyLittleO
matrix_completion_tangent,matrix_completion_bernoulli
MarkovMixing.cutoff_iff_step,mm_cutoff
MarkovMixing.cutoff_iff_step,MarkovMixing.tv_eq_half_l1
MarkovMixing.cutoff_iff_step,MarkovMixing.convergence_theorem
SymplecticFreeModules.abelianNilradicalSystemExists,frame_2026_symplectic_free_modules_interfaces
Davenport.three_primes,Davenport.siegel_walfisz_char
Davenport.three_primes,ThreePrimes.three_primes
Davenport.three_primes,Davenport_siegelWalfisz
FiniteMagmaE677.e677_implies_e255_finite,FiniteMagmaE677.fixer_exists
FiniteMagmaE677.e677_implies_e255_finite,FiniteMagmaE677.fixer_unique
FiniteMagmaE677.e677_implies_e255_finite,FiniteMagmaE677
KServer.finite_horizon_uniform_bound,KServer.finite_game_uniform_value_bound
KServer.finite_horizon_uniform_bound,KServer_model
KServer.finite_horizon_uniform_bound,KServer.finite_game_characterization
MarkovMixing.dirichlet_gap,MarkovMixing.spectral_representation
MarkovMixing.dirichlet_gap,MarkovMixing.eigenvalue_basic
MarkovMixing.dirichlet_gap,mm_spectral
Hirsch.plane_bound_general,BasicSolution
Hirsch.plane_bound_general,Vertex
Hirsch.plane_bound_general,ActiveConstraints
Hirsch.plane_bound_general,Hirsch_model
Hirsch.plane_bound_general,LinearOptimization.lp_basic_solutions_finite
Hirsch.plane_bound_general,Hirsch.graph_connected_general
Hirsch.plane_bound_general,LinearOptimization.lp_vertex_extreme_bfs_equiv
Leopoldt.leopoldt_totallyReal_galois,Leopoldt.galois_totallyReal_injection
Leopoldt.leopoldt_totallyReal_galois,LeopoldtDefect
Leopoldt.leopoldt_totallyReal_galois,Leopoldt.leopoldtConjecture_iff_exists_continuous_injection
success_prob_eq_fixed_cardinality_event_prob,matrix_completion_fixed_cardinality
Erdos146.entropyUpperEndpoint_lt_one,erdos146_core2
Erdos146.entropyUpperEndpoint_lt_one,Erdos146.tau_lt_one_half
Erdos180.manuscriptLowerConstant_pos,erdos180_core4
GribovRegion.region_convex_body,GribovRegion.region_isBounded
GribovRegion.region_convex_body,GribovRegion.zero_mem_region
GribovRegion.region_convex_body,gribov_region_model
GribovRegion.region_convex_body,GribovRegion.convex_region
GribovRegion.region_convex_body,GribovRegion.region_bounded_along_rays
Hairer.reconstruction_existence_pointwise_pos,Hairer_Model
mme_subrank_capacity_poly,mme_tensor_rank
WeightedRootIntegralIdentity.cpow_finset_boundary_product,WeightedRootIntegralIdentity.cpow_negative_real_boundary
Hirsch.facet_reduction,Hirsch_model
mme_recursive_yz_stage_certificate,mme_recursive_yz_hash_filter
mme_recursive_yz_stage_certificate,mme_recursive_yz_CW_cells
mme_recursive_yz_stage_certificate,mme_CW_2376_address_block
mme_recursive_yz_stage_certificate,mme_hash_extraction_certificate
bernoulli_event_failure_probability_decomposes_by_cardinality,binomial_cardinality_probabilities_sum_to_one
bernoulli_event_failure_probability_decomposes_by_cardinality,bernoulli_event_failure_decomposition_from_success_decomposition
bernoulli_event_failure_probability_decomposes_by_cardinality,bernoulli_event_success_probability_decomposes_by_cardinality
bernoulli_event_failure_probability_decomposes_by_cardinality,matrix_completion_fixed_cardinality
arrival_tendsto_atTop,queueing_continuous_time
Freiman_gapCertificateData,Freiman_gapCertificate
Erdos183.forcesMonochromaticTriangle_succ,Erdos183.labelGraph_pullback_embedding
Erdos183.forcesMonochromaticTriangle_succ,erdos183_core
Erdos183.forcesMonochromaticTriangle_succ,Erdos183.cliqueFree_pullback_embedding
Hirsch.hpoly_diameter_le_excess_of_rows_le_dim_add_three,Hirsch.facet_reduction
Hirsch.hpoly_diameter_le_excess_of_rows_le_dim_add_three,Hirsch_model
Hirsch.hpoly_diameter_le_excess_of_rows_le_dim_add_three,Hirsch.dimension_three_bound
MTT.period_vanishing,MTT_Arithmetic
MTT.period_vanishing,MTT.Cohomology.period_cocycle_injective
MTT.period_vanishing,MTT_Cohomology_Integration
BanditAlgorithm.ucb_suboptimal_arm_good_event,ucbPolicy
BanditAlgorithm.ucb_suboptimal_arm_good_event,banditRegret
BanditAlgorithm.ucb_suboptimal_arm_good_event,BanditAlgorithm.ucb_suboptimal_arm_pull_count_tail
bernoulli_success_probability_mono,matrix_completion_bernoulli
riemann_hypothesis,zeta_nontrivial_zero_mem_critical_strip
riemann_hypothesis,zeta_ne_zero_of_half_lt_re
riemann_hypothesis,zeta_zero_one_sub_of_mem_critical_strip
OpenGA.integral_areaDensity_eq_energyDensity_iff,OpenGA.areaDensity_eq_energyDensity_iff
OpenGA.integral_areaDensity_eq_energyDensity_iff,OpenGA_AreaEnergyDensities
Erdos9796Counting_Foundation,Erdos9796Counting_Adapter
OpenGA.nonempty_surgeryComparisonProcess_of_measuredData,OpenGA_MeasuredSurgeryComparisonData
OpenGA.nonempty_surgeryComparisonProcess_of_measuredData,OpenGA.MeasuredReferenceBall.anchor_pos
CircleMethod.nrm_eq_zero_iff,CircleMethod_char
LinearOptimization_AugmentingPath,LinearOptimization_MaxFlowProblem
Freiman.gap_extremizer_A_global,Freiman_gapModel
Freiman.gap_extremizer_A_global,Freiman.gap_endpoint_A_value
Freiman.gap_extremizer_A_global,Freiman.gap_threshold_enclosures
Freiman.gap_extremizer_A_global,Freiman.gap_extremizer_A_noncentral
OPG37364.smallCut_expansion_of_spectralGap_gt_one_seventh,MarkovMixing.graph_walk_reversible
OPG37364.smallCut_expansion_of_spectralGap_gt_one_seventh,mm_spectral
OPG37364.smallCut_expansion_of_spectralGap_gt_one_seventh,MarkovMixing.cheeger_upper
OPG37364.smallCut_expansion_of_spectralGap_gt_one_seventh,opg37364_cut_pairs
Hirsch.cut_face_access_of_unbounded_outer_diameter,Hirsch_model
Hirsch.cut_face_access_of_unbounded_outer_diameter,Hirsch.larman_bound
Bochner.exists_measure_of_tendsto_charFun,PositiveDefinite
Erdos180.proposedFamilyFree_sixteenth_power_host_bound,erdos180_core4
Erdos180.proposedFamilyFree_sixteenth_power_host_bound,Erdos180.booleanCut_adj
Erdos180.proposedFamilyFree_sixteenth_power_host_bound,Erdos180.edgeFinset_card_eq_natCard
Erdos180.proposedFamilyFree_sixteenth_power_host_bound,Erdos180.degree_eq_natCard_neighborSet
Erdos180.proposedFamilyFree_sixteenth_power_host_bound,Erdos180.flipBooleanColor_self
Erdos180.proposedFamilyFree_sixteenth_power_host_bound,Erdos180.proposedFamilyFree_minDegree_ambient_sixteenth_power_le
MarkovChainCLT.alphaMixingCoef_le_quarter_mul_rhoMixingCoef,MixingCoefficients
MarkovChainCLT.delta_method_of_uniformly_ergodic_of_measurable,MarkovChainCLT.clt_asymptotic_variance_of_uniformly_ergodic
MarkovChainCLT.delta_method_of_uniformly_ergodic_of_measurable,MarkovChainCLT.integrable_sq_scaled_sampleAvg
MarkovChainCLT.delta_method_of_uniformly_ergodic_of_measurable,MarkovChainCLT.exists_lag_tvDist_le_of_uniformlyErgodic
MarkovChainCLT.delta_method_of_uniformly_ergodic_of_measurable,MarkovChainPathMeasure
MarkovChainCLT.delta_method_of_uniformly_ergodic_of_measurable,MarkovChainCLT.integral_sq_scaled_sampleAvg_le
MarkovChainCLT.delta_method_of_uniformly_ergodic_of_measurable,MarkovErgodicity
MarkovChainCLT.delta_method_of_uniformly_ergodic_of_measurable,MarkovAsymptoticVariance
mme_sixSymmetrization_isomorphic_cyclic_paired_swap,mme_cyclicSymmetrization_public_perm
